ID,DATE,PEAK_CURRENT,CHI_SQUARED,NUMBER_OF_SENSORS,HIT_GROUND,DISCHARGES,LAND_COVER,REL_HUMIDITY,AVG_REL_HUMIDITY_1_DAY,AVG_REL_HUMIDITY_3_DAY,AVG_REL_HUMIDITY_5_DAY,AVG_REL_HUMIDITY_10_DAY,AVG_REL_HUMIDITY_15_DAY,TEMPERATURE,AVG_TEMPERATURE_1_DAY,AVG_TEMPERATURE_3_DAY,AVG_TEMPERATURE_5_DAY,AVG_TEMPERATURE_10_DAY,AVG_TEMPERATURE_15_DAY,RAIN,SUM_RAIN_1_DAY,SUM_RAIN_3_DAY,SUM_RAIN_5_DAY,SUM_RAIN_10_DAY,SUM_RAIN_15_DAY,SOLAR_IRRADIANCE,SUM_SOLAR_IRRADIANCE_1_DAY,SUM_SOLAR_IRRADIANCE_3_DAY,SUM_SOLAR_IRRADIANCE_5_DAY,SUM_SOLAR_IRRADIANCE_10_DAY,SUM_SOLAR_IRRADIANCE_15_DAY,WIND,SUM_WIND_1_DAY,SUM_WIND_3_DAY,SUM_WIND_5_DAY,SUM_WIND_10_DAY,SUM_WIND_15_DAY
2015576,2016-05-09T20:11:15.443883Z,-12.9315,1.8,4,True,9,221,92.0,91.8125,78.34722222222223,69.1125,59.0125,63.8375,9.3,11.539583333333328,11.439583333333331,12.277916666666668,11.783333333333324,10.858333333333334,9.1,52.0,52.4,53.0,53.5,70.7,0.0,1869.0,10622.0,29718.0,102521.0,157282.0,,,,,,
1746452,2017-06-08T23:32:21.943334Z,12.5245,0.6,3,True,1,234,91.0,59.0625,71.55555555555556,78.43333333333334,81.175,74.09027777777777,13.9,18.866666666666664,14.561805555555559,13.264166666666675,13.91895833333332,15.718194444444457,3.1,6.1,6.1,8.8,47.200000000000024,51.20000000000002,,,,,,,1.6,108.59999999999998,272.20000000000005,383.20000000000016,697.0999999999995,1287.3999999999994
1746490,2017-06-08T23:51:07.448496Z,-60.3655,1.9,3,True,2,232,92.0,53.4375,68.875,78.62916666666666,80.42291666666667,74.325,8.6,12.564583333333333,8.19166666666667,6.773750000000001,7.112916666666662,8.72194444444445,2.9,2.9,2.9,10.7,56.199999999999974,61.099999999999966,0.0,17970.0,42050.0,60279.0,106357.0,179808.0,,,,,,
1746447,2017-06-08T23:27:04.821368Z,-13.653,2.8,3,True,1,224,67.0,59.0625,71.58333333333333,78.47083333333333,81.16666666666667,74.0875,17.9,18.804166666666667,14.527777777777784,13.252916666666675,13.915208333333323,15.716805555555569,3.0,3.0,3.0,5.800000000000001,44.10000000000002,48.100000000000016,,,,,,,1.7,108.39999999999998,271.90000000000003,381.70000000000016,696.7999999999994,1287.5999999999997
1746441,2017-06-08T23:23:53.333620Z,8.806,4.3,2,True,1,224,67.0,59.0625,71.58333333333333,78.47083333333333,81.16666666666667,74.0875,17.9,18.804166666666667,14.527777777777784,13.252916666666675,13.915208333333323,15.716805555555569,3.0,3.0,3.0,5.800000000000001,44.10000000000002,48.100000000000016,,,,,,,1.7,108.39999999999998,271.90000000000003,381.70000000000016,696.7999999999994,1287.5999999999997
1746457,2017-06-08T23:36:12.835098Z,-11.766,1.7,2,True,1,222,91.0,59.0625,71.55555555555556,78.43333333333334,81.175,74.09027777777777,13.9,18.866666666666664,14.561805555555559,13.264166666666675,13.91895833333332,15.718194444444457,3.1,6.1,6.1,8.8,47.200000000000024,51.20000000000002,,,,,,,1.6,108.59999999999998,272.20000000000005,383.20000000000016,697.0999999999995,1287.3999999999994
1746449,2017-06-08T23:30:35.927486Z,-9.0095,0.2,2,True,1,224,91.0,59.0625,71.55555555555556,78.43333333333334,81.175,74.09027777777777,13.9,18.866666666666664,14.561805555555559,13.264166666666675,13.91895833333332,15.718194444444457,3.1,6.1,6.1,8.8,47.200000000000024,51.20000000000002,,,,,,,1.6,108.59999999999998,272.20000000000005,383.20000000000016,697.0999999999995,1287.3999999999994
1746478,2017-06-08T23:41:14.676393Z,-13.209,2.3,3,True,3,221,92.0,53.4375,68.875,78.62916666666666,80.42291666666667,74.325,8.6,12.564583333333333,8.19166666666667,6.773750000000001,7.112916666666662,8.72194444444445,2.9,2.9,2.9,10.7,56.199999999999974,61.099999999999966,0.0,17970.0,42050.0,60279.0,106357.0,179808.0,,,,,,
1746479,2017-06-08T23:41:14.783254Z,-12.7095,1.1,3,True,3,221,92.0,53.4375,68.875,78.62916666666666,80.42291666666667,74.325,8.6,12.564583333333333,8.19166666666667,6.773750000000001,7.112916666666662,8.72194444444445,2.9,2.9,2.9,10.7,56.199999999999974,61.099999999999966,0.0,17970.0,42050.0,60279.0,106357.0,179808.0,,,,,,
1746460,2017-06-08T23:37:09.797836Z,11.0815,1.6,3,True,2,221,92.0,53.4375,68.875,78.62916666666666,80.42291666666667,74.325,8.6,12.564583333333333,8.19166666666667,6.773750000000001,7.112916666666662,8.72194444444445,2.9,2.9,2.9,10.7,56.199999999999974,61.099999999999966,0.0,17970.0,42050.0,60279.0,106357.0,179808.0,,,,,,
