Nº Servei,DATA,HORA,X,Y,NOM_FOC,REGIO,SUPERFÍCIE (HA),Observacions
,20/07/2010,13:44:00,301464,4531066,Perelló,RETE,"0,2000",
,20/07/2010,12:34:00,278539,4516193,Roquetes,RETE,"0,2000",
,23/07/2010,15:22:00,390416,4620744,Rajadell,REC,"0,0000",- 11030- 29AZ21
,01/08/2010,14:55:00,321684,4731087,Vielha,RELL,"0,0030","llamp que ha encès ""llesca"", l'han picat- 8074- 15AD17"
,01/08/2010,17:59:00,267310,4541992,arenys de lledó,ARA,"0,0020",- sos arago- 04bp18
,01/08/2010,18:15:00,286716,4560845,fatarella,RETE,"0,0030",- TGRAF08- 08BL22
,01/08/2010,19:19:00,342878,4588055,blancafort,RET,"0,0010",- 60691- 19BG08
,01/08/2010,20:48:00,290883,4540124,benifallet,RETE,"0,0005",apagat per la pluja- 70092- 09bp21
,01/08/2010,20:53:00,284906,4537188,paüls,RETE,"0,0000",alertant diu que ha arribat i està mullat per que plou- TORT57- 07bq15
,01/08/2010,23:24:00,313012,4545782,tivissa,RETE,"0,0000",pal de la llum- GRAF00- 13bo24
,02/08/2010,12:28:00,522612,4682875,Cadaqués,REG,"0,0020",- - 55AN13
,02/08/2010,22:43:00,346752,4547686,Salou,RET,"0,0010",
,02/08/2010,18:37:00,300016,4527193,Tortosa,RET,"0,0000",- TGRAF- 
,05/08/2010,13:55:00,480614,4686636,Sant Llorenç de la Muga,REG,"0,1480",Segons agents rurals llamp del dia 2- GGRAF- 47AM16
,12/08/2010,18:37:00,370580,4648213,Castellar de la Ribera,REC,"0,0000",Al costat de Mas Pujantell. La pluja quasi l'ha apagat- 11930- 25AU06
,13/08/2010,18:56:00,293001,4538930,Benifallet,RETE,"0,0020",una soca; Las Fontelles. - 5071+ TGRAF01- 09BQ09
,14/08/2010,9:36:00,289901,4498311,Ulldecona,RETE,"0,0005",- ULLD03- 08BY10
,14/08/2010,14:40:00,510807,4640112,Mont-ras,REG,"0,0700","GRAF ens enterem casi bé despres de resolt ja que la regió no ens activa, SCB no avisa i estavem dinant- GGRAF- 53AV25"
,14/08/2010,15:47:00,420709,4626116,Moià,REC,"0,0050",Vall de Marfà- 11130- 35AY16
,20/08/2010,14:22:00,351329,4583509,Barberà de la Conca,RET,"0,0000","Avis del dia anterior, no concreta prou zona i no el veuen. És Al costat de l´autopista, molt petit. Coordenades donades per rurals, i camions i portàtils hi van.- portatils- 21BH07"
,29/08/2010,16:20:00,338106,4719302,Esterri d'Àneu,RELL,"0,0200",Es un llamp del dia 19 d'agost entre les 12 i les 14 UTC.- portatil sort- 18AG04
,07/09/2010,15:33:00,308446,4538200,Tivissa,RETE,"0,0000",- - 12BQ09
,07/09/2010,15:33:00,310013,4538204,Tivissa,RETE,"0,0000",- - 12BQ10-13BQ06
,07/09/2010,18:11:00,429216,4628538,Moià,REC,"0,0005",Llamp en un pi que s'apaga per la pluja- - 36AY10
,08/09/2010,14:29:00,291245,4553735,Camposines,RETE,"0,2700",- - 09BN07
,25/06/2009,,413009,4599024,Ullastrell,REMS,"0,0000",- - - 34BD-21
,25/06/2009,,411727,4599055,Viladecavalls,REMS,"0,0010",- - - 
,29/06/2009,,294492,4540282,Rasquera,RETE,"0,0000",- - - 09bp25
,30/06/2009,,402602,4627340,Santpedor,REC,"0,0000",- 11034- - 31ay13
,30/06/2009,,412973,4623098,Calders,REC,"0,0000",- 10730- - 33az08
,30/06/2009,,433982,4616869,Bigues i Riells,REMN,"0,0000",- - - 37BA20
,30/06/2009,,412976,4625275,Navarcles,REC,"0,0000",- - - 33AZ09
,30/06/2009,17:34:00,421060,4614361,Sant Llorenç,REMN,"0,0000",- - - 
,01/07/2009,13:39:00,495872,4691165,Capmany,REG,"0,0000",- - - 
,14/07/2009,18:37:00,219919,4575685,Maials,RET,"2,0000",Aprox. 2 ha- SERO01- - 09BI23
,15/07/2009,12:25:00,319682,4577243,Ulldemolins,RET,"0,0004",Llamp del 14- GRAFTARR- - 15BK05
,15/07/2009,13:33:00,398115,4619475,Rajadell,REC,"0,0050",Llamp del 14- BGRAF06- - 30BA04
,15/07/2009,16:03:00,385162,4654332,Navès,REC,"0,1390","Foc de llamp del dia anterior, les ADF's no van avisar a bombers i avui s'ha reproduït.- BGRAF02- - 28AT01"
,15/07/2009,17:07:00,300385,4540491,El Perelló,RETE,"0,0030",Apagat pels agents rurals. Del dia 14- - - 11BP21
,16/07/2009,11:09:00,397563,4657324,Espunyola,REC,"0,0000",Llamp del 14- - - 30AS13
,22/07/2009,20:19:00,404206,4630598,Castellnou de Bages,REC,"0,0010",- - - 31AX25
,22/07/2009,13:27:00,391775,4636729,Sant Salvador de Torroella,REC,"0,0600",bosc de pi blanc- - - 29AW17
,22/07/2009,5:33:00,319016,4588112,Cervià de les Garrigues,RELL,"0,0050",Pins i matolls- - - 14BG10
,22/07/2009,18:12:00,332748,4635235,Cubells,RELL,"0,0250",Foc de llamp.Serra de les Forques- - - 17AW23
,22/07/2009,7:15:00,327385,4558218,Duesaigües,RET,"0,0000",Incendi de bosc sota el puigmari- - 60431- 16BM13
,22/07/2009,10:39:00,367906,4589182,Querol,RET,"0,0020",Zona forestal- - 61330 (12:30)- 24BG03
,22/07/2009,12:27:00,374614,4583389,Áigüamúrcia,RET,"0,0100",Turó del corral nou. Zona boscosa- - - 
,23/07/2009,7:57:00,358885,4697221,Sant Joan de l'Erm,RELL,"0,0005",Foc de llamp d'ahir a la nit- - - 22AK14
,01/08/2009,18:54:00,323663,4717821,Vall de Boí - Cavallers,RELL,"0,0000","La pròpia pluja l'ha apagat, una fumarola de dins del bosc (vessant E)- 32590- - 15AG14"
,02/08/2009,14:02:00,350368,4580663,Prenafeta,RET,"0,0000",NO han actuat pero diuen possiblement llamp- 4691- - 21BH21
,07/08/2009,16:20:00,494980,4631005,Llagostera,REG,"0,3000",Llamp que provoca foc a una cuneta. Foc de matoll entre dues carreteres - - - 
,07/08/2009,16:15:00,470854,4632852,Riudarenes,REG,"0,0030",- GGRAF02- - 45AX11
,07/08/2009,19:12:00,421893,4639458,Santa Maria d'Oló,REC,"0,0000",No han arrivat perque plovia molt i també calamarsa- - - 35AW02-03
,08/08/2009,15:38:00,313155,4566281,Vilella Alta,ARAN,"0,0000",Amb dos motxilles d'aigua ho apaguen- - 60330- 13BK19
,08/08/2009,15:30:00,296249,4552982,Mora d'Ebre,RETE,"0,0003",- GGRAF01- - 10BN12
,08/08/2009,16:30:00,307819,4554005,Falset,RETiTE,"0,0005",- GGRAF01- - 12BN03
,08/08/2009,16:55:00,406961,4615691,Pont de Vilomara i Rocafort,REC,"0,1000",- - - 32BA22
,09/08/2009,13:58:00,291710,4550250,Corbera d'Ebre,RETE,"0,0500",Llamp despertat de fà dos dies- - - 09BN22
,09/08/2009,15:18:00,439670,4598816,Montornès del Vallès,REMN,"0,0001",Crema un pi- - 4030- 38BE10
,09/08/2009,15:10:00,443054,4612461,Franqueses del Vallès,REMN,"0,0010",- - 41530- 39BB14
,09/08/2009,10:56:00,410007,4638580,Navàs,REC,"0,0002",zona forestal- - 11034- 33AW06
,09/08/2009,15:15:00,436026,4613960,Bigues i Riells,REMN,"0,0001",veins lo'han apagat- - - 38BB07
,09/08/2009,16:40:00,419422,4591607,Rubi,REMN,"0,0001",Entre el parc de Rubí i autopista foc d'un arbre per un llamp. Comunicació del M.Castellnou- - - 34BF20
,09/08/2009,16:53:00,376545,4595267,Santa Maria de Miralles,REMS,"0,0000",- - 50990- 26BE22
,09/08/2009,16:47:00,449934,4598815,Cabrera de Mar,REMN,"0,0015",A prop del castell de burriac.Ha cremat un arbre y 15 metres quadrats de matolls- - 40931- 40BE10
,10/08/2009,12:51:00,337578,4603042,Maldà,RELL,"0,0000",Ignions on s'han de posicionar els vehicles per poder esbrinar el punt d'inici- - 30730; 30990: 50.31- 18BD08
,17/08/2009,14:44:00,316250,4733137,Betlan,ARAN,"0,0000",08092 s'hi va acostar però no va treballar- - - 14AD12
,18/08/2009,19:16:00,399238,4692132,Bellver Cerdanya,REC,"0,0000",Vehicle 10290- - - 30AL15
,18/08/2009,19:38:00,408836,4692691,Alp,REC,"0,0000",vehicle 10130 i 10190- - - 32AL14
,25/08/2009,12:24:00,309132,4533883,Ametlla de Mar,RETE,"0,0005",UN LLaMP HA HAGAFAT EN UN PI I L'AIGUA CASI L'HA APAGAT- 72030- - 12br09
,25/08/2009,12:37:00,286957,4532236,Xerta,RETE,"0,0010","llamp, el treballen amb eines manuals i 73034 recolza- 4691- - "
,25/08/2009,13:00:00,310324,4527654,El Perelló,RETE,"0,0040","llamp, 40 m2- 72030- - 13BS11"
,25/08/2009,14:08:00,394166,4583915,Subirats,REMS,"0,0001",Llamp a la sortida de Can Cartró- 51830;51840- - 29BH10
,25/08/2009,14:15:00,391267,4629343,Sant Mateu de Bages,REC,"0,0000","mitja vessant de la serra de castelltallat, matoll- 5012- - 29AY02"
,25/08/2009,14:16:00,395312,4583774,Pontons,REMS,"0,0000",marges entre vinyes- 51830;51840- - 30BH06
,25/08/2009,16:58:00,368566,4572246,Juncosa del Montmell,RETiTE,"0,0000",la ut ha donat suport per trobar-lo alk 60930- 4092- - 24BJ14
,25/08/2009,17:07:00,265950,4518461,Tortosa - Moleta d'Arany,ARAGÓ,"0,0000",I503 l'ha cantat i 5071+G00 l'ha confirmat- G00 I 5071- - 04Bu06
,25/08/2009,18:17:00,391998,4569287,Sant Pere de Ribes,REMS,"0,0000",- 51734- - 29Bk02
,02/09/2009,10:58:00,329270,4721562,Naut Aran,ARAN,"0,0000",un pinarro- LGRAF07- - 16AF20
,12/09/2009,15:55:00,350356,4603311,Guimerà,RELL,"0,0000",També 5031- 33130 i 61030- - 21BD06
,12/09/2009,16:43:00,431131,4619590,StQuirze Safaja,REC,"0,0000","ADF ho han apagat, només remullem- 11130- - 37BA02"
,12/09/2009,17:48:00,414249,4627340,Artes,REC,"0,0000",- 11030- - 33AY15
,12/09/2009,19:28:00,315024,4741953,Les,ARAN,"0,0000",precisió seguint portàtil al SIG- LES 01- - 13AB16
,13/09/2009,13:24:00,282469,4499285,Ulldecona,RETE,"0,3000",- 73130- - 07BY03
,13/09/2009,14:36:00,421217,4596170,St Cugat Vallès,REMN,"0,0000",Prop Can Barata- 41430- - 35BE17
,13/09/2009,14:46:00,397080,4606855,St Pau de la Guàrdia,REMS,"0,0000",- 50330- - 30BC18
,13/09/2009,15:42:00,413769,4605706,Terrassa,REMN,"0,0000",Carena de la pineda- 42230- - 33BC24
,14/09/2009,13:12:00,389129,4695215,Arànser,REC,"0,0008",- 10234- - 28AK25
,14/09/2009,13:50:00,362273,4590901,Pontils,RET,"0,0200",- 61030- - 23BF23
,18/06/2008,15:12:00,501287,4672606,Siurana,REG,"4,1000",llamp en pal de fusta de BT i brases caient al camp- 21030- 51AP11 (258-4)
,24/06/2008,13:33:00,394467,4651406,Montmajor,REC,"0,0000",Llamp en zona arbrada caigut 2 hores abans.- 10530- 29AT20 (292-4)
,27/06/2008,1:51:00,349778,4562060,Morell,RET,"0,0000",palmera encesa per llamp- 61230- 
,27/06/2008,2:28:00,410247,4624481,Calders,REC,"0,0001",matolls per un llamp- 10531- 
,27/06/2008,9:09:00,311785,4555425,Falset,RET,"0,0000",pi ences en lloc dificil acces en plena tempesta. - 60430- 
,27/06/2008,12:56:00,339068,4573341,Mont-ral,RET,"0,0000","llamp en xop, tormenta nit anterior- 60130- 18BJ10 (445-2)"
,27/06/2008,14:16:00,323134,4552491,Colldejou,RET,"0,0040",- 60430- 15BN13
,28/06/2008,12:24:00,369455,4603830,Aguiló,RET,"0,0150","llamp en arbre envoltat de camps, tormenta fa 2 nits (150 m2)- 61030- 24BD10 (390-4)"
,30/06/2008,21:16:00,345884,4593825,Vallbona de les Monges,RELL,"0,0050",cremen 50m2 de pins- 33130- 20BF06
,30/06/2008,19:19:00,416020,4638008,Avinyò,REC,"0,0010",Incendi a cusa d'un llamp- 11730 i 11430- 34AW07
,30/06/2008,22:26:00,402038,4582047,Subirats,REMS,"0,0400","400m2 darrera la muntanya rodona,davant de StPau d'ordal- 50631, 51030 i 51090- "
,06/07/2008,9:10:00,359341,4591618,Sarral,REC,"0,0003","3m2 degut a llamp de tempesta recent de fa 1-2 hores, ha agafat però no propaga- 61130- 22BF20 (418-1)"
,12/07/2008,18:58:00,410594,4591853,Martorell,REMS,"0,0000",- 51030- 33BF16 (420-1)
,12/07/2008,19:11:00,391715,4562964,Vilanova i al Geltrú,REMS,"0,0000",- 51948- 29BL12 (447-4)
,12/07/2008,17:54:00,348506,4551099,Vila-seca - REPSOL,RET,"0,0000",el llamp ha agafat a un dipòsit de combustible de vaixells del pantalà- 61248- 20BN19
,12/07/2008,18:45:00,389043,4566599,Vilanova i al Geltrú,REMS,"0,0000",- 51930- 28BK24 (447-4)
,24/07/2008,20:19:00,408965,4584337,Corbera de Llobregat,REMS,"0,0025","al costat de l´ermita de sant pons, surt fum blanc de zona boscosa- 51634- 32BH04"
,01/08/2008,15:44:00,372400,4612380,Veciana,REC,"6,3100",cereals i matolls- 10431- 25BB13
,04/08/2008,19:00:00,493182,4699060,Cantallops,REG,"0,0002",ha cremat una alzina- 4290- 49AK04 (220-01)
,06/08/2008,1:23:00,478354,4652979,Canet d'Adrí,REG,"0,0001",ha cremat un arbre- 21131- 46AT14
,07/08/2008,10:19:00,329796,4713358,Vall de Boí,RELL,"0,0001",ha cremat una soca vella. Es reobre el servei el dia 8/8- B30- 16AH10 (181-3)
,08/08/2008,11:19:00,329889,4713368,Vall de Boí,RELL,"0,0000","12:00h Tª:16,6ºC;HR:38,1%; Dv:NW; Vv: 5/18 Km/h.  13:30h Tª:21,4ºC;HR:20,2%; Dv:NW; Vv: 9/18 Km/h. - Soro- "
,07/08/2008,18:50:00,317357,4688284,Llastarrí- Pont de suert,RELL,"0,0000",- LGRAF2- 14AM13 (251-2)
,12/08/2008,15:32:00,286823,4537481,Benifallet,RETE,"0,0000","Sleeper de la tempesta del dia 7, probablement- 4690- "
,14/08/2008,7:00:00,376470,4617895,Sant Marti Sesgaioles,REC,"0,0500",Foc de llamp entre dos camps ja segats.- - 362-3)
,15/08/2008,12:34:00,425855,4652337,Perafita,REG,"0,0000",- - 36AT12
,23/08/2008,13:06:00,293759,4557558,Ascó,RETE,"0,0050",Llamp sobre un pi blanc vell- UTGRAF11- 09BM14
,23/08/2008,15:33:00,296520,4554962,Móra d'Ebre,RETE,"0,0900",Llamp- UTGRAF11- 10BN02
,23/08/2008,17:35:00,301447,4537152,El Perelló,RETE,"0,0100","llamp, partida les roges- - "
,25/08/2008,15:49:00,370595,4565036,Bonastre,RET,"1,5000",Incendi de llamps (3 en la mateixa zona i focus secundaris). Implica el combustible més gruixut.- - 25BK-12
,25/08/2008,15:49:00,371325,4567192,Albinyana,RET,"0,0000",Incendi de llamps (3 en la mateixa zona i focus secundaris). Implica el combustible més gruixut.- - 
,25/08/2008,15:49:00,371166,4564802,Bonastre,RET,"0,0000",Incendi de llamps (3 en la mateixa zona i focus secundaris). Implica el combustible més gruixut.- - 
,26/08/2008,19:19:00,379934,4653662,Olius,REC,"0,0200","Dos focus, al segon hi plou molt i s´apaga.- - "
,31/08/2008,16:12:00,396754,4611260,Bruc,REMS,"0,0000",- 50330- 30BB17(391-2)
,31/08/2008,15:27:00,366229,4641600,Torà,RELL,"0,0100",- 33230- 
,31/08/2008,14:37:00,345586,4590839,Blancafort,RET,"0,0800",- GRAF TAR- 
,31/08/2008,17:08:00,408687,4642805,Puig-reig,REC,"0,0020",- GRAF BCN- 32AV14(331-1)
,31/08/2008,16:20:00,396190,4621103,Rajadell,REC,"0,0000",- 10431- 30AZ17(362-4)
,31/08/2008,16:32:00,405422,4608383,Castellvell i el Vilar,REC,"0,0002",Llamp en un transformador- - 
,31/08/2008,16:41:00,429891,4618968,Sant Quirze Safaja,REC,"0,0000",- 11134- 36BA10(363-4)
,31/08/2008,16:55:00,405510,4614568,Sant Viçens de Castellet,REC,"0,0000",Granja crema a causa d'un llamp- 11030- 32BB-01(392-1)
,10/03/2007,15:54:00,326397,4580765,La Pobla de cerboles,RELL,"0,0003",- L-232- 16BH22 (417-3)
,04/06/2007,16:34:00,442506,4647351,Roda de Ter,REC,"0,0010",- 12130- 39AU13 (332-1)
,04/06/2007,19:05:00,297106,4530814,Tivenys,RETE,"2,0000",- UTGRAF01- 10BR23 (497-1)
,04/06/2007,19:56:00,323276,4633325,Balaguer,RELL,"0,0200",- L-210- 15AX09 (360-1)
,04/06/2007,20:15:00,287737,4558337,Fatarella,RETE,"0,0050",- T-235- 08BM08 (470-2)
,05/06/2007,9:38:00,327910,4580104,La Pobla de cerboles,RELL,"0,0000",- B30- 16BH23 (417-3)
,05/06/2007,16:45:00,409679,4610120,Rellinars,REMN,"0,0150","camí de Boada, al nord del municipi de rellinars.- C203- 32BC05 (392-1)"
,05/06/2007,16:05:00,404620,4607283,Vacarisses,REMN,"0,0010",- N102- 32BC12 (392-1)
,05/06/2007,15:51:00,404620,4607283,Monistrol de Montserrat,REC,"0,0004",- C203- 31BC15 (392-1)
,09/06/2007,16:14:00,396517,4615240,Sellerès,REC,"0,0125",Llamp mal apagat del 5 de juny- C203- 30BB02 (362-4)
,05/06/2007,18:33:00,423076,4628061,Moià,REC,"0,0004",Serramitja- C275- 35AY09 (363-2)
,12/06/2007,14:53:00,337725,4593999,Senan,RET,"0,0000",- L-232- 18BF03 (417-2)
,13/06/2007,18:04:00,433014,4633056,Tona,REC,"0,0000",37AX12 el dia 15 fumeja- C213- 37AX09
,17/06/2007,18:16:00,448305,4595513,Vilassar de Mar,REMN,"0,0000",Parc de les Aus- N-231- 40BE24 (393-4)
,01/07/2007,15:39:00,341231,4567746,Albiol,RET,"0,0200",Sobre font del Colomer- 60130- 18BK08
,01/07/2007,15:51:00,342829,4583531,Espluga de Francolí,RET,"0,0200",- T-272- 19BH08
,01/07/2007,18:29:00,284822,4548883,Gandesa,RETE,"0,0020",UN ARBRE- T-244- 07BO10
,01/07/2007,18:38:00,284822,4577881,Bovera,RELL,"0,0000",- L-273- 11BI12
,01/07/2007,18:38:00,274777,4540512,Horta de Sant Joan,RETE,"0,0000",- T-225- 05BP25
,01/07/2007,18:43:00,298415,4540215,Rasquera,RETE,"0,0000",- B-70- 10BP24
,01/07/2007,18:38:00,293136,4525120,Bítem,RETE,"0,0000",- T254- 09BS24
,01/07/2007,19:04:00,297103,4551847,Mora d'Ebre,RETE,"0,0000",- T205- 10BN17
,01/07/2007,20:14:00,310800,4544930,Tivissa,RETE,"0,0020",UN PI- 20.67- 
,01/07/2007,17:34:00,312593,4557529,Bellmunt del Priorat,RET,"0,0200",no sé si és un llamp- - 13BM13
,01/07/2007,19:28:00,369665,4560713,Roda de Barà,RET,"0,0100",- - 
,01/07/2007,19:37:00,329747,4547880,Vandellòs i l'Hospitalet de l'Infant,RET,"0,0050",- 60531- 16BO15
,01/07/2007,19:47:00,322523,4554114,Colldejou,RET,"0,0000","hi ha varios punts, crec que graf tarr en té les posicions- FALS02- 15BN03"
,01/07/2007,20:21:00,355826,4560521,Secuita,RET,"0,0050",- T202- 
,01/07/2007,21:44:00,290313,4521532,Tortosa,RETE,"0,0000",- - 
,01/07/2007,20:55:00,343079,4593039,Omells de na Gaia,RELL,"0,0000",- L232- 19BF09
,02/07/2007,16:21:00,343129,4595863,Montblanquet,RELL,"0,0000",- L951 L952- 19BE24
,02/07/2007,15:50:00,307898,45418659,Tivissa,RETE,"0,0000",És el mateix que el dia anterior????- 95.27- 12BP18
,07/07/2007,15:56:00,379855,4683169,Adraén,RELL,"0,0100",Este casi segur que es el de l'altre dia!- L952- 26AN08
,05/08/2007,18:03:00,400364,4697483,Bellver de Cerdanya,REC,"0,0005",Incendi de llamp confirmat- 10234;10290;11530- 31AK11 (217-1)
,06/08/2007,17:23:00,391151,4599103,Capellades,REMS,"0,2000",- - 29BE02
,06/08/2007,17:11:00,385603,4599087,Torre de Claramunt,REMS,"0,0000",- - 28BE04
,06/08/2007,18:18:00,352210,4597441,Passanant,RET,"0,0002",- - 28BE18
,06/08/2007,19:25:00,385106,4592261,Sant Joan de Mediona,REMS,"0,0000",- - 28BF11(419-2)
,06/08/2007,19:25:00,385128,4590901,Sant Joan de Mediona,REMS,"0,0000",Crema la soca d'un arbre- - 28BF21(419-2)
,08/08/2007,14:20:00,267344,4521857,Riu d'Ulldemó,ARAGÓ,"3,5000",Treball conjunt amb aragonesos- B70;UT;4090...- 04BT18
,12/08/2007,17:11:00,269570,4542234,Areny,ARAGÓ,"0,0000",aragó s'ho fa sol- T225- 04Bp15
,12/08/2007,17:25:00,365471,4661256,Valldan,REC,"0,0005","- B30, 04390- 24AR16"
,12/08/2007,18:08:00,287514,4495904,Montsià,RETE,"0,0002","- T257, 04090, B70- 08By23"
,12/08/2007,20:40:00,422055,4635220,Santa Maria d'Oló,REC,"0,0000",- 11034- 35AW23
,13/08/2007,14:46:00,412282,4634418,Avinyó,REC,"0,1222",Incendi de llamp confirmat- 11034- 33AX03
,19/08/2007,11:04:00,514306,4657713,Torroella del Montgrí,REG,"0,0400","Avioneta estavellada?, xro no, ha estat un llamp.- - 53AS15 (297-3)"
,29/08/2007,10:21:00,313627,4588917,Albages,RELL,"0,0000",- 31334- 13BG09
,29/08/2007,11:20:00,313180,4584167,Juncosa,RELL,"0,0000",- 31330- 13BH04
,29/08/2007,11:38:00,393971,4656908,Espunyola,REC,"0,0020",- 10330- 29AS19
,29/08/2007,15:18:00,275901,4560877,Pobla de Massaluca,RETE,"7,0000",- T226- 06BL21
,29/08/2007,17:56:00,285874,4570376,Riba-roja d'Ebre,RETE,"214,0000",- T240- 08BJ21
,05/09/2007,15:48:00,367091,4721901,Alins,RELL,"0,0000","Llamp del dia 3, molt probable- GRAF LL- 24AF18"
,17/09/2007,17:12:00,335153,4676045,Pobla de Segur,RELL,"0,0000",Una olivera- 32430 (L266)- 18AO16 (252-4)
,17/09/2007,17:45:00,356438,4724147,"Lladorre, a 3km de Tabscan",RELL,"0,0000","Llamp, cascada de piu loro- 33090- 22AF02 (182-1)"
,17/09/2007,18:00:00,345138,4598869,Ciutadilla,RELL,"0,0000",Columna de fum- 33131- 20BE06 (390-3)
,17/09/2007,18:19:00,312857,4631553,Castellò de Farfanya,RELL,"0,0000",llamp ha caigut i crema bosquet pins- 30630- 13AX18 (359-2)
,17/09/2007,17:50:00,365106,4632211,Torà,RELL,"0,0000",Llamp a 2km de Biosca a la serra de l'aguda- 33231- 24AX11 (361-2)
,09/06/2006,18:30:00,266175,4556779,Batea - Pinyeres,RETE,"0,0000",
,09/06/2006,19:00:00,284076,4539733,Benifallet - Mola de Pasqual,RETE,"0,0000",
,09/06/2006,19:24:00,295841,4530815,Tivenys,RETE,"0,0000",
,10/06/2006,16:41:00,274478,4555175,Batea - Barranc de Massadetes,RETE,"0,0000",
,10/06/2006,23:53:00,295266,4530389,Tivenys - La Tossa,RETE,"0,0000",
,17/06/2006,16:30:00,314529,4737117,Vilamòs,RELL,"0,0000","0,003"
,18/06/2006,18:07:00,477893,4681572,Cabanelles,REG,"0,0000",
,21/06/2006,,367125,471388,Salics,RELL,"0,0000",
,22/06/2006,13:16:00,340278,471388,Alt Àneu - Pui de la Bonaigua,RELL,"0,0000",80 m2
,25/06/2006,7:26:00,332296,4696201,Astell,RELL,"0,0000",
,25/06/2006,15:34:00,352032,4670342,Coll de Nargó,RELL,"0,0400",400 m2
,30/06/2006,19:00:00,4065281,4663291,Cercs,REC,"0,0300",300 m2
,01/07/2006,18:51:00,409840,4639746,Gaià,RET,"0,0030",30 m2
,02/07/2006,8:13:00,346000,4676889,La Pobla de Segur,RELL,"0,0000",
,02/07/2006,11:43:00,336580,4715401,esterri d'aneu,RELL,"0,0000",
,02/07/2006,15:34:00,354155,4729896,lladorre,RELL,"0,0000",
,05/07/2006,15:17:00,317380,4663960,TREMP,RELL,"0,1500",1500M2
,05/07/2006,18:38:00,321782,4663912,LA GUARDIA DE TREMP,RELL,"0,0000",
,05/07/2006,23:00:00,405175,4582631,Lledoner,RELL,"0,0000",
,06/07/2006,7:02:00,373671,4592366,La Llacuna,REMS,"0,0001",10 m2
,06/07/2006,9:16:00,432608,4623637,Sant Martí de Centelles,REC,"0,1000",1000 m2
,06/07/2006,11:40:00,271104,4516711,Barranc de la Galera,RETE,"0,0000",
,06/07/2006,12:57:00,374895,4590524,La Llacuna,REMS,"0,0001",10 m2
,06/07/2006,13:03:00,303904,4536101,El Perelló,RETE,"0,0000",
,06/07/2006,13:42:00,376603,4598679,Sta Maria de Miralles,REMN,"0,0000",
,06/07/2006,13:46:00,366222,4565811,Lladurs,REC,"0,0004","4,2 ha"
,06/07/2006,14:34:00,330207,4594229,ESPLUGA CALBA,RELL,"0,0000",
,06/07/2006,15:38:00,378039,4586772,Torroella foix,REMS,"0,0000",
,06/07/2006,17:15:00,489225,4655521,MEDINYA,REG,"0,0000",
,06/07/2006,19:39:00,358904,4599757,Savallà del Comtat,RET,"0,0000",
,06/07/2006,20:52:00,372636,4595766,Sta Maria de Miralles,REMS,"0,0000",1500 m2
,07/07/2006,14:50:00,370185,4635355,Tora,REC,"0,0000",15 m2
,13/07/2006,14:25:00,390666,4611076,Maians,REC,"0,0000",2000 m2
,13/07/2006,18:23:00,344814,4718527,Jou,RELL,"0,0000",8 m2
,14/07/2006,14:00:00,354941,4661611,oliana,RELL,"0,0000",
,14/07/2006,15:00:00,354862,4668514,coll nargo,RELL,"0,0000",
,14/07/2006,,370068,4649061,algun lloc del Solsones,REC,"0,0000",500 m2
,15/07/2006,16:55:00,392638,4639726,Cardona,REC,"0,0000",
,15/07/2006,17:11:00,399408,4642245,Viver i serrateix,REC,"0,0000",
,15/07/2006,18:46:00,350430,4640988,Vilanova de l'Aguda,RELL,"0,0000",
,15/07/2006,19:11:00,375918,4606761,Jorba,REMS,"0,0000",
,15/07/2006,20:11:00,317787,4635598,Camarasa-Sant llorenç de Montgai,RELL,"0,0000",
,15/07/2006,20:36:00,321967,4587309,Cervià de les Garrigues,RELL,"0,0000",4m2
,15/07/2006,21:19:00,371899,4609292,Porquerises-Albarells,rems,"0,0000",
,16/07/2006,18:56:00,424118,4688180,Toses - Dòrria,REG,"0,0000",
,17/07/2006,16:46:00,317991,4568863,Poboleda 1,RET,"0,0000",120 m2
,17/07/2006,16:46:00,318035,4568928,Poboleda 2,RET,"0,0000",2 m2
,17/07/2006,,313918,4568658,Masdeu,remn,"0,0000",3 m2
,19/07/2006,17:00:00,332040,4694499,Torre Capdella (Antist),RELL,"0,0000","0,004"
,22/07/2006,15:18:00,359650,4724480,Lladorre,RELL,"0,0000",90 m2
,23/07/2006,16:59:00,488079,4670050,Orfes,REG,"0,0000",2600 m2
,23/07/2006,17:01:00,485663,4661678,Cornella de Terri,REG,"0,0000",
,24/07/2006,17:41:00,480898,4675758,Beuda,REG,"0,0000","0,002"
,25/07/2006,13:00:00,437777,4669390,Ripoll,REG,"0,0000",600 m2
,25/07/2006,16:30:00,378178,4632691,Santuari de Pinós,RELL,"0,0000",50 m2
,25/07/2006,16:48:00,393446,4634221,Valls de Torroella,REC,"0,0000",
,27/07/2006,,395734,4603208,els hostalets de Pierola,REMS,"0,0000","0,002"
,28/07/2006,5:46:00,372765,4577959,Montmell,RET,"0,0000","0,8 Ha"
,28/07/2006,12:33:00,289808,4563718,Fatarella,RETE,"0,0000",1 Ha
,29/07/2006,11:40:00,317419,4713968,Senet,RELL,"0,0000",
,30/07/2006,15:38:00,315926,4735062,Vielha,RELL,"0,0000",
,30/07/2006,16:08:00,351076,4707783,Guingueta d'Aneu,RELL,"0,0000",
,08/08/2006,17:18:00,418821,4632066,Sallent,REC,"0,0000",
